;Zeit;L Aeq, T=1s;L AFmax, T=1s;
;18.01.2016   12:27:17;36,0 dB(A);36,4 dB(A);
;18.01.2016   12:27:18;36,0 dB(A);36,5 dB(A);
;18.01.2016   12:27:19;36,0 dB(A);36,7 dB(A);
;18.01.2016   12:27:20;36,5 dB(A);36,8 dB(A);
;18.01.2016   12:27:21;36,1 dB(A);36,4 dB(A);
;18.01.2016   12:27:22;36,0 dB(A);36,4 dB(A);
;18.01.2016   12:27:23;36,0 dB(A);36,6 dB(A);
;18.01.2016   12:27:24;35,6 dB(A);35,9 dB(A);
;18.01.2016   12:27:25;35,6 dB(A);36,2 dB(A);
;18.01.2016   12:27:26;35,5 dB(A);35,8 dB(A);
;18.01.2016   12:27:27;34,5 dB(A);35,0 dB(A);
;18.01.2016   12:27:28;34,7 dB(A);35,0 dB(A);
;18.01.2016   12:27:29;34,6 dB(A);34,9 dB(A);
;18.01.2016   12:27:30;35,2 dB(A);36,4 dB(A);
;18.01.2016   12:27:31;35,0 dB(A);35,6 dB(A);
;18.01.2016   12:27:32;35,1 dB(A);35,5 dB(A);
;18.01.2016   12:27:33;34,7 dB(A);35,6 dB(A);
;18.01.2016   12:27:34;35,0 dB(A);35,4 dB(A);
;18.01.2016   12:27:35;35,5 dB(A);35,9 dB(A);
;18.01.2016   12:27:36;35,3 dB(A);35,8 dB(A);
;18.01.2016   12:27:37;35,0 dB(A);35,6 dB(A);
;18.01.2016   12:27:38;35,4 dB(A);36,5 dB(A);
;18.01.2016   12:27:39;34,9 dB(A);35,3 dB(A);
;18.01.2016   12:27:40;35,7 dB(A);36,3 dB(A);
;18.01.2016   12:27:41;35,1 dB(A);35,9 dB(A);
;18.01.2016   12:27:42;35,1 dB(A);35,7 dB(A);
;18.01.2016   12:27:43;34,7 dB(A);35,3 dB(A);
;18.01.2016   12:27:44;34,7 dB(A);35,6 dB(A);
;18.01.2016   12:27:45;34,4 dB(A);34,8 dB(A);
;18.01.2016   12:27:46;35,1 dB(A);35,3 dB(A);
;18.01.2016   12:27:47;34,6 dB(A);35,5 dB(A);
;18.01.2016   12:27:48;35,0 dB(A);35,5 dB(A);
;18.01.2016   12:27:49;35,0 dB(A);35,5 dB(A);
;18.01.2016   12:27:50;35,0 dB(A);35,7 dB(A);
;18.01.2016   12:27:51;35,5 dB(A);35,9 dB(A);
;18.01.2016   12:27:52;35,4 dB(A);36,2 dB(A);
;18.01.2016   12:27:53;35,9 dB(A);36,4 dB(A);
;18.01.2016   12:27:54;36,1 dB(A);36,5 dB(A);
;18.01.2016   12:27:55;36,0 dB(A);36,5 dB(A);
;18.01.2016   12:27:56;35,6 dB(A);36,1 dB(A);
;18.01.2016   12:27:57;35,6 dB(A);35,9 dB(A);
;18.01.2016   12:27:58;35,8 dB(A);36,2 dB(A);
;18.01.2016   12:27:59;36,0 dB(A);36,3 dB(A);
;18.01.2016   12:28:01;35,4 dB(A);36,0 dB(A);
;18.01.2016   12:28:02;34,9 dB(A);35,5 dB(A);
;18.01.2016   12:28:03;35,3 dB(A);36,4 dB(A);
;18.01.2016   12:28:04;35,1 dB(A);35,8 dB(A);
;18.01.2016   12:28:05;34,9 dB(A);35,1 dB(A);
;18.01.2016   12:28:06;34,9 dB(A);35,4 dB(A);
;18.01.2016   12:28:07;34,1 dB(A);34,5 dB(A);
;18.01.2016   12:28:08;34,3 dB(A);34,5 dB(A);
;18.01.2016   12:28:09;34,1 dB(A);34,8 dB(A);
;18.01.2016   12:28:10;34,3 dB(A);34,5 dB(A);
;18.01.2016   12:28:11;34,9 dB(A);35,3 dB(A);
;18.01.2016   12:28:12;34,6 dB(A);35,0 dB(A);
;18.01.2016   12:28:13;35,5 dB(A);35,8 dB(A);
;18.01.2016   12:28:14;35,5 dB(A);36,2 dB(A);
;18.01.2016   12:28:15;34,8 dB(A);35,2 dB(A);
;18.01.2016   12:28:16;35,0 dB(A);35,4 dB(A);
;18.01.2016   12:28:17;35,2 dB(A);35,6 dB(A);
;18.01.2016   12:28:18;34,8 dB(A);35,2 dB(A);
;18.01.2016   12:28:19;35,4 dB(A);36,1 dB(A);
;18.01.2016   12:28:20;34,9 dB(A);35,9 dB(A);
;18.01.2016   12:28:21;35,0 dB(A);35,5 dB(A);
;18.01.2016   12:28:22;34,9 dB(A);36,0 dB(A);
;18.01.2016   12:28:23;34,9 dB(A);35,3 dB(A);
;18.01.2016   12:28:24;34,6 dB(A);35,1 dB(A);
;18.01.2016   12:28:25;35,0 dB(A);35,3 dB(A);
;18.01.2016   12:28:26;34,9 dB(A);35,6 dB(A);
;18.01.2016   12:28:27;35,3 dB(A);35,8 dB(A);
;18.01.2016   12:28:28;34,9 dB(A);35,3 dB(A);
;18.01.2016   12:28:29;34,4 dB(A);35,2 dB(A);
;18.01.2016   12:28:30;35,2 dB(A);35,9 dB(A);
;18.01.2016   12:28:31;34,8 dB(A);35,4 dB(A);
;18.01.2016   12:28:32;35,3 dB(A);35,6 dB(A);
;18.01.2016   12:28:33;35,1 dB(A);35,4 dB(A);
;18.01.2016   12:28:34;35,2 dB(A);35,9 dB(A);
;18.01.2016   12:28:35;35,0 dB(A);35,4 dB(A);
;18.01.2016   12:28:36;34,7 dB(A);35,5 dB(A);
;18.01.2016   12:28:37;35,2 dB(A);35,7 dB(A);
;18.01.2016   12:28:38;36,1 dB(A);37,0 dB(A);
;18.01.2016   12:28:39;36,5 dB(A);37,1 dB(A);
;18.01.2016   12:28:40;35,6 dB(A);36,5 dB(A);
;18.01.2016   12:28:41;36,2 dB(A);36,5 dB(A);
;18.01.2016   12:28:42;36,4 dB(A);36,9 dB(A);
;18.01.2016   12:28:43;36,1 dB(A);37,0 dB(A);
;18.01.2016   12:28:44;35,9 dB(A);36,6 dB(A);
;18.01.2016   12:28:45;35,6 dB(A);36,3 dB(A);
;18.01.2016   12:28:46;36,9 dB(A);37,3 dB(A);
;18.01.2016   12:28:47;36,3 dB(A);36,7 dB(A);
;18.01.2016   12:28:48;37,0 dB(A);38,5 dB(A);
;18.01.2016   12:28:49;37,2 dB(A);37,4 dB(A);
;18.01.2016   12:28:50;37,1 dB(A);38,2 dB(A);
;18.01.2016   12:28:51;36,4 dB(A);37,1 dB(A);
;18.01.2016   12:28:52;37,6 dB(A);38,0 dB(A);
;18.01.2016   12:28:53;36,9 dB(A);37,4 dB(A);
;18.01.2016   12:28:54;37,6 dB(A);38,5 dB(A);
;18.01.2016   12:28:55;36,3 dB(A);37,2 dB(A);
;18.01.2016   12:28:56;36,8 dB(A);37,3 dB(A);
;18.01.2016   12:28:57;36,5 dB(A);36,7 dB(A);
;18.01.2016   12:28:58;36,1 dB(A);36,5 dB(A);
;18.01.2016   12:28:59;36,2 dB(A);36,6 dB(A);
;18.01.2016   12:29:01;35,6 dB(A);36,1 dB(A);
;18.01.2016   12:29:02;35,6 dB(A);36,2 dB(A);
;18.01.2016   12:29:03;35,8 dB(A);36,7 dB(A);
;18.01.2016   12:29:04;35,8 dB(A);36,2 dB(A);
;18.01.2016   12:29:05;35,4 dB(A);36,1 dB(A);
;18.01.2016   12:29:06;35,7 dB(A);36,3 dB(A);
;18.01.2016   12:29:07;35,1 dB(A);35,8 dB(A);
;18.01.2016   12:29:08;35,0 dB(A);35,4 dB(A);
;18.01.2016   12:29:09;34,3 dB(A);35,0 dB(A);
;18.01.2016   12:29:10;34,5 dB(A);35,1 dB(A);
;18.01.2016   12:29:11;34,4 dB(A);34,9 dB(A);
;18.01.2016   12:29:12;34,6 dB(A);35,1 dB(A);
;18.01.2016   12:29:13;35,1 dB(A);35,6 dB(A);
;18.01.2016   12:29:14;35,6 dB(A);36,6 dB(A);
;18.01.2016   12:29:15;35,7 dB(A);36,2 dB(A);
;18.01.2016   12:29:16;36,1 dB(A);37,4 dB(A);
;18.01.2016   12:29:17;36,6 dB(A);37,0 dB(A);
;18.01.2016   12:29:18;36,6 dB(A);36,9 dB(A);
;18.01.2016   12:29:19;35,7 dB(A);36,7 dB(A);
;18.01.2016   12:29:20;35,7 dB(A);36,6 dB(A);
;18.01.2016   12:29:21;36,5 dB(A);36,9 dB(A);
;18.01.2016   12:29:22;35,2 dB(A);35,6 dB(A);
;18.01.2016   12:29:23;35,1 dB(A);35,7 dB(A);
;18.01.2016   12:29:24;35,9 dB(A);36,9 dB(A);
;18.01.2016   12:29:25;35,9 dB(A);36,8 dB(A);
;18.01.2016   12:29:26;36,0 dB(A);36,6 dB(A);
;18.01.2016   12:29:27;35,0 dB(A);35,4 dB(A);
;18.01.2016   12:29:28;34,9 dB(A);35,3 dB(A);
;18.01.2016   12:29:29;35,1 dB(A);35,4 dB(A);
;18.01.2016   12:29:30;35,1 dB(A);35,6 dB(A);
;18.01.2016   12:29:31;35,1 dB(A);35,5 dB(A);
;18.01.2016   12:29:32;35,3 dB(A);35,8 dB(A);
;18.01.2016   12:29:33;35,8 dB(A);36,0 dB(A);
;18.01.2016   12:29:34;35,0 dB(A);35,7 dB(A);
;18.01.2016   12:29:35;35,6 dB(A);36,5 dB(A);
;18.01.2016   12:29:36;35,5 dB(A);36,1 dB(A);
;18.01.2016   12:29:37;35,0 dB(A);35,9 dB(A);
;18.01.2016   12:29:38;35,4 dB(A);35,9 dB(A);
;18.01.2016   12:29:39;35,3 dB(A);36,0 dB(A);
;18.01.2016   12:29:40;35,2 dB(A);36,1 dB(A);
;18.01.2016   12:29:41;35,4 dB(A);36,1 dB(A);
;18.01.2016   12:29:42;35,5 dB(A);36,2 dB(A);
;18.01.2016   12:29:43;35,5 dB(A);36,0 dB(A);
;18.01.2016   12:29:44;35,2 dB(A);35,7 dB(A);
;18.01.2016   12:29:45;34,7 dB(A);35,3 dB(A);
;18.01.2016   12:29:46;35,1 dB(A);35,7 dB(A);
;18.01.2016   12:29:47;35,5 dB(A);36,1 dB(A);
;18.01.2016   12:29:48;36,9 dB(A);37,4 dB(A);
;18.01.2016   12:29:49;36,9 dB(A);37,5 dB(A);
;18.01.2016   12:29:50;36,5 dB(A);36,8 dB(A);
;18.01.2016   12:29:51;36,0 dB(A);36,7 dB(A);
;18.01.2016   12:29:52;35,9 dB(A);36,4 dB(A);
;18.01.2016   12:29:53;35,4 dB(A);36,0 dB(A);
;18.01.2016   12:29:54;36,1 dB(A);36,5 dB(A);
;18.01.2016   12:29:55;35,7 dB(A);36,1 dB(A);
;18.01.2016   12:29:56;35,5 dB(A);36,1 dB(A);
;18.01.2016   12:29:57;35,6 dB(A);36,6 dB(A);
;18.01.2016   12:29:58;36,9 dB(A);37,6 dB(A);
;18.01.2016   12:29:59;36,8 dB(A);37,9 dB(A);
;18.01.2016   12:30:01;36,1 dB(A);36,7 dB(A);
;18.01.2016   12:30:02;36,7 dB(A);37,3 dB(A);
;18.01.2016   12:30:03;36,0 dB(A);37,0 dB(A);
;18.01.2016   12:30:04;35,1 dB(A);36,4 dB(A);
;18.01.2016   12:30:05;35,9 dB(A);37,8 dB(A);
;18.01.2016   12:30:06;35,7 dB(A);37,3 dB(A);
;18.01.2016   12:30:07;35,3 dB(A);36,1 dB(A);
;18.01.2016   12:30:08;35,5 dB(A);36,0 dB(A);
;18.01.2016   12:30:09;35,5 dB(A);36,1 dB(A);
;18.01.2016   12:30:10;36,3 dB(A);37,7 dB(A);
;18.01.2016   12:30:11;36,1 dB(A);37,1 dB(A);
;18.01.2016   12:30:12;36,6 dB(A);38,6 dB(A);
;18.01.2016   12:30:13;36,4 dB(A);37,5 dB(A);
;18.01.2016   12:30:14;35,7 dB(A);36,4 dB(A);
;18.01.2016   12:30:15;35,0 dB(A);35,2 dB(A);
;18.01.2016   12:30:16;35,5 dB(A);36,9 dB(A);
;18.01.2016   12:30:17;36,4 dB(A);37,4 dB(A);
;18.01.2016   12:30:18;36,2 dB(A);37,6 dB(A);
;18.01.2016   12:30:19;36,0 dB(A);37,0 dB(A);
;18.01.2016   12:30:20;35,7 dB(A);37,1 dB(A);
;18.01.2016   12:30:21;35,7 dB(A);36,2 dB(A);
;18.01.2016   12:30:22;35,1 dB(A);35,6 dB(A);
;18.01.2016   12:30:23;36,1 dB(A);36,7 dB(A);
;18.01.2016   12:30:24;36,0 dB(A);36,7 dB(A);
;18.01.2016   12:30:25;35,0 dB(A);35,3 dB(A);
;18.01.2016   12:30:26;35,0 dB(A);35,5 dB(A);
;18.01.2016   12:30:27;35,2 dB(A);35,8 dB(A);
;18.01.2016   12:30:28;35,3 dB(A);36,1 dB(A);
;18.01.2016   12:30:29;35,8 dB(A);36,2 dB(A);
;18.01.2016   12:30:30;35,4 dB(A);35,8 dB(A);
;18.01.2016   12:30:31;35,1 dB(A);35,5 dB(A);
;18.01.2016   12:30:32;35,1 dB(A);35,7 dB(A);
;18.01.2016   12:30:33;34,7 dB(A);35,0 dB(A);
;18.01.2016   12:30:34;34,8 dB(A);35,2 dB(A);
;18.01.2016   12:30:35;35,4 dB(A);36,1 dB(A);
;18.01.2016   12:30:36;35,0 dB(A);35,6 dB(A);
;18.01.2016   12:30:37;34,6 dB(A);34,9 dB(A);
;18.01.2016   12:30:38;34,9 dB(A);35,4 dB(A);
;18.01.2016   12:30:39;34,9 dB(A);35,2 dB(A);
;18.01.2016   12:30:40;34,2 dB(A);34,9 dB(A);
;18.01.2016   12:30:41;34,8 dB(A);35,3 dB(A);
;18.01.2016   12:30:42;35,2 dB(A);36,8 dB(A);
;18.01.2016   12:30:43;34,3 dB(A);35,1 dB(A);
;18.01.2016   12:30:44;34,5 dB(A);34,9 dB(A);
;18.01.2016   12:30:45;34,6 dB(A);35,0 dB(A);
;18.01.2016   12:30:46;34,5 dB(A);35,0 dB(A);
;18.01.2016   12:30:47;35,7 dB(A);36,5 dB(A);
;18.01.2016   12:30:48;34,2 dB(A);34,7 dB(A);
;18.01.2016   12:30:49;34,4 dB(A);34,7 dB(A);
;18.01.2016   12:30:50;34,4 dB(A);34,9 dB(A);
;18.01.2016   12:30:51;33,8 dB(A);34,1 dB(A);
;18.01.2016   12:30:52;33,9 dB(A);34,6 dB(A);
;18.01.2016   12:30:53;34,2 dB(A);34,5 dB(A);
;18.01.2016   12:30:54;34,5 dB(A);35,1 dB(A);
;18.01.2016   12:30:55;38,8 dB(A);41,5 dB(A);
;18.01.2016   12:30:56;35,6 dB(A);38,4 dB(A);
;18.01.2016   12:30:57;34,5 dB(A);34,9 dB(A);
;18.01.2016   12:30:58;34,1 dB(A);34,7 dB(A);
;18.01.2016   12:30:59;33,9 dB(A);34,3 dB(A);
;18.01.2016   12:31:01;34,7 dB(A);35,2 dB(A);
;18.01.2016   12:31:02;34,3 dB(A);34,7 dB(A);
;18.01.2016   12:31:03;34,1 dB(A);34,8 dB(A);
;18.01.2016   12:31:04;33,4 dB(A);33,7 dB(A);
;18.01.2016   12:31:05;33,9 dB(A);34,6 dB(A);
;18.01.2016   12:31:06;34,3 dB(A);35,0 dB(A);
;18.01.2016   12:31:07;34,3 dB(A);34,7 dB(A);
;18.01.2016   12:31:08;34,3 dB(A);34,8 dB(A);
;18.01.2016   12:31:09;34,0 dB(A);34,4 dB(A);
;18.01.2016   12:31:10;34,3 dB(A);34,9 dB(A);
;18.01.2016   12:31:11;34,8 dB(A);35,9 dB(A);
;18.01.2016   12:31:12;34,3 dB(A);35,2 dB(A);
;18.01.2016   12:31:13;34,2 dB(A);34,6 dB(A);
;18.01.2016   12:31:14;34,2 dB(A);35,0 dB(A);
;18.01.2016   12:31:15;34,7 dB(A);35,3 dB(A);
;18.01.2016   12:31:16;34,3 dB(A);35,0 dB(A);
;18.01.2016   12:31:17;34,0 dB(A);34,3 dB(A);
;18.01.2016   12:31:18;34,3 dB(A);34,8 dB(A);
;18.01.2016   12:31:19;34,2 dB(A);34,6 dB(A);
;18.01.2016   12:31:20;34,5 dB(A);34,8 dB(A);
;18.01.2016   12:31:21;35,3 dB(A);36,2 dB(A);
;18.01.2016   12:31:22;35,2 dB(A);36,2 dB(A);
;18.01.2016   12:31:23;34,1 dB(A);34,5 dB(A);
;18.01.2016   12:31:24;34,4 dB(A);35,2 dB(A);
;18.01.2016   12:31:25;34,4 dB(A);35,1 dB(A);
;18.01.2016   12:31:26;34,5 dB(A);35,2 dB(A);
;18.01.2016   12:31:27;34,8 dB(A);35,2 dB(A);
;18.01.2016   12:31:28;34,6 dB(A);34,9 dB(A);
;18.01.2016   12:31:29;34,4 dB(A);34,8 dB(A);
;18.01.2016   12:31:30;34,3 dB(A);34,6 dB(A);
;18.01.2016   12:31:31;34,4 dB(A);34,6 dB(A);
;18.01.2016   12:31:32;34,6 dB(A);35,0 dB(A);
;18.01.2016   12:31:33;34,4 dB(A);35,0 dB(A);
;18.01.2016   12:31:34;34,5 dB(A);35,1 dB(A);
;18.01.2016   12:31:35;34,7 dB(A);35,1 dB(A);
;18.01.2016   12:31:36;34,6 dB(A);35,0 dB(A);
;18.01.2016   12:31:37;35,3 dB(A);35,8 dB(A);
;18.01.2016   12:31:38;35,4 dB(A);36,6 dB(A);
;18.01.2016   12:31:39;35,2 dB(A);35,9 dB(A);
;18.01.2016   12:31:40;34,9 dB(A);35,3 dB(A);
;18.01.2016   12:31:41;34,7 dB(A);35,0 dB(A);
;18.01.2016   12:31:42;34,6 dB(A);35,3 dB(A);
;18.01.2016   12:31:43;35,1 dB(A);35,6 dB(A);
;18.01.2016   12:31:44;35,0 dB(A);35,6 dB(A);
;18.01.2016   12:31:45;34,8 dB(A);35,4 dB(A);
;18.01.2016   12:31:46;34,6 dB(A);35,0 dB(A);
;18.01.2016   12:31:47;34,1 dB(A);34,5 dB(A);
;18.01.2016   12:31:48;34,4 dB(A);34,6 dB(A);
;18.01.2016   12:31:49;34,9 dB(A);35,7 dB(A);
;18.01.2016   12:31:50;34,7 dB(A);35,2 dB(A);
;18.01.2016   12:31:51;34,7 dB(A);35,1 dB(A);
;18.01.2016   12:31:52;35,2 dB(A);35,7 dB(A);
;18.01.2016   12:31:53;35,3 dB(A);36,1 dB(A);
;18.01.2016   12:31:54;35,1 dB(A);35,5 dB(A);
;18.01.2016   12:31:55;35,9 dB(A);36,6 dB(A);
;18.01.2016   12:31:56;35,8 dB(A);36,9 dB(A);
;18.01.2016   12:31:57;35,1 dB(A);35,9 dB(A);
;18.01.2016   12:31:58;35,3 dB(A);36,0 dB(A);
;18.01.2016   12:31:59;35,8 dB(A);36,2 dB(A);
;18.01.2016   12:32:01;36,2 dB(A);36,7 dB(A);
;18.01.2016   12:32:02;35,4 dB(A);36,0 dB(A);
;18.01.2016   12:32:03;36,5 dB(A);36,9 dB(A);
;18.01.2016   12:32:04;36,6 dB(A);37,1 dB(A);
;18.01.2016   12:32:05;36,5 dB(A);37,0 dB(A);
;18.01.2016   12:32:06;36,2 dB(A);36,5 dB(A);
;18.01.2016   12:32:07;36,4 dB(A);37,3 dB(A);
;18.01.2016   12:32:08;36,0 dB(A);36,4 dB(A);
;18.01.2016   12:32:09;35,7 dB(A);36,3 dB(A);
;18.01.2016   12:32:10;35,5 dB(A);36,2 dB(A);
;18.01.2016   12:32:11;35,8 dB(A);36,2 dB(A);
;18.01.2016   12:32:12;35,1 dB(A);35,6 dB(A);
;18.01.2016   12:32:13;35,3 dB(A);35,6 dB(A);
;18.01.2016   12:32:14;35,7 dB(A);36,5 dB(A);
;18.01.2016   12:32:15;35,4 dB(A);35,8 dB(A);
;18.01.2016   12:32:16;36,0 dB(A);36,6 dB(A);
;18.01.2016   12:32:17;35,4 dB(A);35,7 dB(A);
;18.01.2016   12:32:18;35,8 dB(A);36,2 dB(A);
;18.01.2016   12:32:19;35,5 dB(A);35,8 dB(A);
;18.01.2016   12:32:20;35,7 dB(A);36,1 dB(A);
;18.01.2016   12:32:21;35,9 dB(A);37,1 dB(A);
;18.01.2016   12:32:22;36,2 dB(A);37,0 dB(A);
;18.01.2016   12:32:23;35,9 dB(A);37,3 dB(A);
;18.01.2016   12:32:24;35,9 dB(A);36,8 dB(A);
;18.01.2016   12:32:25;36,3 dB(A);37,0 dB(A);
;18.01.2016   12:32:26;36,5 dB(A);37,2 dB(A);
;18.01.2016   12:32:27;36,1 dB(A);36,5 dB(A);
;18.01.2016   12:32:28;35,7 dB(A);36,1 dB(A);
;18.01.2016   12:32:29;35,7 dB(A);36,0 dB(A);
;18.01.2016   12:32:30;35,7 dB(A);36,2 dB(A);
;18.01.2016   12:32:31;35,4 dB(A);36,3 dB(A);
;18.01.2016   12:32:32;35,3 dB(A);35,9 dB(A);
;18.01.2016   12:32:33;35,2 dB(A);35,6 dB(A);
;18.01.2016   12:32:34;35,6 dB(A);36,4 dB(A);
;18.01.2016   12:32:35;35,7 dB(A);36,2 dB(A);
;18.01.2016   12:32:36;35,7 dB(A);36,4 dB(A);
;18.01.2016   12:32:37;36,4 dB(A);37,3 dB(A);
;18.01.2016   12:32:38;36,4 dB(A);37,3 dB(A);
;18.01.2016   12:32:39;36,3 dB(A);38,0 dB(A);
;18.01.2016   12:32:40;36,7 dB(A);37,5 dB(A);
;18.01.2016   12:32:41;36,4 dB(A);37,2 dB(A);
;18.01.2016   12:32:42;36,0 dB(A);37,3 dB(A);
;18.01.2016   12:32:43;35,2 dB(A);35,5 dB(A);
;18.01.2016   12:32:44;35,9 dB(A);37,1 dB(A);
;18.01.2016   12:32:45;35,9 dB(A);36,5 dB(A);
;18.01.2016   12:32:46;35,9 dB(A);36,2 dB(A);
;18.01.2016   12:32:47;35,9 dB(A);36,1 dB(A);
;18.01.2016   12:32:48;35,7 dB(A);36,0 dB(A);
;18.01.2016   12:32:49;35,7 dB(A);36,2 dB(A);
;18.01.2016   12:32:50;36,0 dB(A);36,6 dB(A);
;18.01.2016   12:32:51;36,1 dB(A);36,8 dB(A);
;18.01.2016   12:32:52;35,7 dB(A);36,6 dB(A);
;18.01.2016   12:32:53;35,7 dB(A);36,1 dB(A);
;18.01.2016   12:32:54;36,1 dB(A);36,7 dB(A);
;18.01.2016   12:32:55;36,9 dB(A);38,2 dB(A);
;18.01.2016   12:32:56;37,1 dB(A);37,7 dB(A);
;18.01.2016   12:32:57;36,3 dB(A);36,7 dB(A);
;18.01.2016   12:32:58;35,9 dB(A);36,2 dB(A);
;18.01.2016   12:32:59;35,4 dB(A);36,2 dB(A);
;18.01.2016   12:33:01;35,3 dB(A);35,7 dB(A);
;18.01.2016   12:33:02;35,1 dB(A);35,5 dB(A);
;18.01.2016   12:33:03;34,8 dB(A);35,4 dB(A);
;18.01.2016   12:33:04;35,3 dB(A);35,9 dB(A);
;18.01.2016   12:33:05;35,3 dB(A);35,9 dB(A);
;18.01.2016   12:33:06;35,2 dB(A);35,5 dB(A);
;18.01.2016   12:33:07;35,3 dB(A);36,0 dB(A);
;18.01.2016   12:33:08;35,5 dB(A);35,7 dB(A);
;18.01.2016   12:33:09;35,8 dB(A);36,3 dB(A);
;18.01.2016   12:33:10;35,9 dB(A);36,5 dB(A);
;18.01.2016   12:33:11;36,4 dB(A);36,9 dB(A);
;18.01.2016   12:33:12;36,8 dB(A);37,4 dB(A);
;18.01.2016   12:33:13;36,7 dB(A);37,5 dB(A);
;18.01.2016   12:33:14;36,9 dB(A);38,0 dB(A);
;18.01.2016   12:33:15;35,6 dB(A);36,7 dB(A);
;18.01.2016   12:33:16;36,3 dB(A);37,0 dB(A);
;18.01.2016   12:33:17;35,6 dB(A);36,3 dB(A);
;18.01.2016   12:33:18;34,9 dB(A);35,7 dB(A);
;18.01.2016   12:33:19;35,8 dB(A);36,3 dB(A);
;18.01.2016   12:33:20;35,5 dB(A);36,0 dB(A);
;18.01.2016   12:33:21;35,4 dB(A);35,7 dB(A);
;18.01.2016   12:33:22;36,3 dB(A);36,9 dB(A);
;18.01.2016   12:33:23;36,7 dB(A);37,7 dB(A);
;18.01.2016   12:33:24;35,9 dB(A);36,6 dB(A);
;18.01.2016   12:33:25;36,7 dB(A);37,3 dB(A);
;18.01.2016   12:33:26;37,1 dB(A);38,2 dB(A);
;18.01.2016   12:33:27;37,1 dB(A);38,3 dB(A);
;18.01.2016   12:33:28;36,7 dB(A);37,7 dB(A);
;18.01.2016   12:33:29;36,8 dB(A);37,8 dB(A);
;18.01.2016   12:33:30;36,7 dB(A);37,8 dB(A);
;18.01.2016   12:33:31;36,8 dB(A);37,7 dB(A);
;18.01.2016   12:33:32;36,2 dB(A);37,0 dB(A);
;18.01.2016   12:33:33;36,4 dB(A);37,1 dB(A);
;18.01.2016   12:33:34;36,2 dB(A);36,6 dB(A);
;18.01.2016   12:33:35;35,7 dB(A);36,1 dB(A);
;18.01.2016   12:33:36;35,6 dB(A);36,4 dB(A);
;18.01.2016   12:33:37;36,0 dB(A);36,4 dB(A);
;18.01.2016   12:33:38;37,0 dB(A);37,3 dB(A);
;18.01.2016   12:33:39;37,5 dB(A);38,0 dB(A);
;18.01.2016   12:33:40;37,5 dB(A);38,4 dB(A);
;18.01.2016   12:33:41;38,6 dB(A);39,5 dB(A);
;18.01.2016   12:33:42;37,8 dB(A);38,7 dB(A);
;18.01.2016   12:33:43;38,3 dB(A);39,2 dB(A);
;18.01.2016   12:33:44;36,5 dB(A);36,9 dB(A);
;18.01.2016   12:33:45;37,3 dB(A);37,9 dB(A);
;18.01.2016   12:33:46;37,8 dB(A);38,2 dB(A);
;18.01.2016   12:33:47;37,8 dB(A);38,5 dB(A);
;18.01.2016   12:33:48;37,4 dB(A);37,9 dB(A);
;18.01.2016   12:33:49;37,2 dB(A);38,2 dB(A);
;18.01.2016   12:33:50;38,0 dB(A);38,7 dB(A);
;18.01.2016   12:33:51;37,2 dB(A);37,6 dB(A);
;18.01.2016   12:33:52;37,1 dB(A);38,2 dB(A);
;18.01.2016   12:33:53;37,6 dB(A);38,1 dB(A);
;18.01.2016   12:33:54;37,1 dB(A);38,1 dB(A);
;18.01.2016   12:33:55;37,4 dB(A);37,9 dB(A);
;18.01.2016   12:33:56;36,6 dB(A);37,0 dB(A);
;18.01.2016   12:33:57;36,8 dB(A);37,3 dB(A);
;18.01.2016   12:33:58;37,3 dB(A);38,4 dB(A);
;18.01.2016   12:33:59;38,4 dB(A);39,2 dB(A);
;18.01.2016   12:34:01;37,5 dB(A);38,0 dB(A);
;18.01.2016   12:34:02;36,7 dB(A);37,2 dB(A);
;18.01.2016   12:34:03;36,3 dB(A);37,1 dB(A);
;18.01.2016   12:34:04;37,4 dB(A);38,0 dB(A);
;18.01.2016   12:34:05;36,6 dB(A);37,1 dB(A);
;18.01.2016   12:34:06;36,2 dB(A);37,0 dB(A);
;18.01.2016   12:34:07;37,0 dB(A);37,6 dB(A);
;18.01.2016   12:34:08;37,7 dB(A);38,3 dB(A);
;18.01.2016   12:34:09;37,1 dB(A);37,4 dB(A);
;18.01.2016   12:34:10;37,4 dB(A);38,1 dB(A);
;18.01.2016   12:34:11;37,0 dB(A);37,3 dB(A);
;18.01.2016   12:34:12;37,6 dB(A);38,4 dB(A);
;18.01.2016   12:34:13;37,1 dB(A);37,8 dB(A);
;18.01.2016   12:34:14;37,2 dB(A);37,8 dB(A);
;18.01.2016   12:34:15;37,4 dB(A);38,1 dB(A);
;18.01.2016   12:34:16;38,2 dB(A);39,0 dB(A);
;18.01.2016   12:34:17;37,5 dB(A);38,3 dB(A);
;18.01.2016   12:34:18;37,2 dB(A);37,6 dB(A);
;18.01.2016   12:34:19;37,3 dB(A);37,6 dB(A);
;18.01.2016   12:34:20;37,5 dB(A);37,9 dB(A);
;18.01.2016   12:34:21;37,1 dB(A);37,5 dB(A);
;18.01.2016   12:34:22;37,2 dB(A);37,4 dB(A);
;18.01.2016   12:34:23;36,6 dB(A);37,1 dB(A);
;18.01.2016   12:34:24;36,9 dB(A);38,1 dB(A);
;18.01.2016   12:34:25;36,6 dB(A);37,4 dB(A);
;18.01.2016   12:34:26;36,3 dB(A);36,7 dB(A);
